UNIQUD,NAME,MPP,CLP,CMP,GMP,MEP,CD8
NM_009848,Entpd1,36.4809,63.9975,28.285,22.3524,3.2153,19.1274
NM_206941,Ltk,1.1816,1.1361,0,0,0,3.3273
NM_199310,Ccdc32,55.6364,112.0913,72.6311,60.099,207.4701,72.3421
NR_030607,Mir208b,0,0,0,0,0,0
NM_011214,Ptpru,3.4142,1.1358,7.6827,30.0526,0,0
NM_178763,Zfp750,0.1312,0,0,0,0,0
NM_001164683,Tmem29,7.2204,21.5803,12.5719,15.3901,26.533,10.8114
NM_008762,Olfr15,0,0,0,0,0,0
NR_030269,Mir494,0,0,0,0,0,0
NM_018781,Egr3,0,0,0,0,0,0
NM_010822,Mpg,84.7845,132.1638,130.6007,113.2361,302.3207,145.5147
NM_026437,Fam45a,21.2669,14.766,35.2721,38.8438,79.5913,70.6736
NM_019937,Ccnl1,233.6054,365.7393,454.6326,418.5034,806.3891,670.1871
NM_198247,Sertad4,0,0,0,0,0,0
NM_029523,Depdc1a,0.7884,3.4075,6.2851,1.8324,4.8261,0.8315
NM_133832,Rdh10,9.8444,14.767,23.0458,19.7879,59.489,25.7772
NM_053086,Nolc1,640.9741,957.4864,830.0573,949.8853,3280.1518,394.9776
NM_001136117,C2cd4d,0,0.3785,0,0,0,0
NM_024174,Mrps23,176.1197,255.2462,267.8357,239.6639,629.5405,213.7054
NM_210071,Eya3,130.4457,179.4901,210.9136,201.9233,438.2447,289.3537
NM_001013360,Npcd,386.3153,480.5664,317.4232,220.2459,754.9929,249.4601
NM_029640,Trappc9,185.0301,217.7343,177.3956,141.0866,288.6606,232.8162
NM_139301,Catsper1,0,0,0,0,0,0
NM_001163634,Wnt7b,0,0,0,0,0,0
NM_153590,Klre1,0.3936,1.8927,0,0,0,49.8958
NM_001161850,Sgk1,3.8055,18.5595,10.1261,12.4576,8.0387,143.0241
NM_001282084,Gtf2a2,144.4873,261.6658,265.3941,289.1359,976.0251,192.9066
NR_035475,Mir669m-2,0,0,0,0,0,0
NM_001281475,Gm1110,0.3936,0,0.349,1.0993,0,0.8318
NM_001081348,Hecw1,16.5313,3.7894,0,0,2.4131,6.6545
NM_001037709,Rusc2,1.7059,4.5465,10.4771,9.5282,21.7134,0
NM_001003910,BC030307,8.9232,9.0872,6.6346,7.6954,26.5383,9.9779
NM_001111286,Omt2a,0,0,0,0,0,0
NM_206872,Vmn1r177,0,0,0,0,0,0
NM_011141,Pou3f1,0,0.3785,0.698,0,0,0
NM_009676,Aox1,3.0176,0,0.3491,0,0,0
NM_009355,Prss39,1.4433,5.6781,2.095,3.2981,0,0.8318
NM_008089,Gata1,15.2282,156.0813,141.7712,39.2093,2078.6066,9.9774
NM_028422,Mtg2,72.0464,120.0499,92.8911,91.2437,176.8882,148.0136
NM_133224,Atp13a1,397.9584,438.1531,318.8103,386.9858,894.0848,426.5789
NM_001284427,Smtn,36.3525,207.2184,20.952,20.5208,7.2341,0
NM_001010831,Taar9,0,0,0,0,0,0
NM_198942,Dhx57,80.0509,95.406,147.7128,94.178,125.4605,202.8971
NM_175324,Acad11,36.3515,40.515,42.2545,60.4687,89.2528,28.2717
NM_023372,Rpl38,79.0025,103.0234,102.662,111.7677,226.7429,96.4537
NM_153384,Clrn1,0,0,0,0.7329,0,0
NM_001077514,Slc1a2,5.1169,0.3785,0.6981,1.0996,0,0.8318
NM_146156,Pdik1l,26.2502,46.5679,66.6969,52.039,105.321,49.8911
NM_146371,Olfr1450,0,0,0,0,0,0
NM_017375,Ostf1,356.063,443.1134,600.5942,673.5843,585.3532,785.7858
NM_027677,Gpr39,1.1808,0,1.0475,0,0,0
NM_009498,Vamp3,80.1911,127.2294,162.7305,170.4004,238.7636,71.5117
NM_010605,Kcnj5,2.2333,0,3.4912,2.5653,1.607,0
NM_028450,Gulp1,8.5283,5.3028,8.7303,1.8322,3.2153,0
NR_033527,Ccl25,42.2627,66.2643,72.291,76.9578,135.0706,73.1724
NM_009874,Cdk7,133.7345,265.4533,217.2003,236.3619,598.9901,246.9664
NM_001042501,Fam133b,118.2498,162.4302,233.6152,210.7141,327.2249,128.8783
NM_001163566,Crb2,0.9184,0,1.3961,0,0,0
NM_054049,Osr2,0,0,0,0,0,0
NM_001243265,Gm16130,0,0,0,0,0,0
NM_172592,Srek1,227.4497,319.9929,327.5622,278.8701,578.0775,219.5156
NM_017369,Gabre,1.9682,0.3785,0.349,0,0,0
NR_028499,Fxyd2,6.4306,14.3926,1.3965,1.4652,0.8035,0.8312
NR_039589,Mir5127,0,0,0,0,0,0
NR_033304,Lypd6,4.5921,0,0.3494,0,0,0.8318
NM_025395,Chchd5,67.7125,63.612,89.0462,94.9164,143.1066,94.7815
NM_001286996,Gpr160,81.7847,56.038,119.7729,238.5634,9.6484,18.2956
NM_001039488,Lrif1,15.2252,21.5773,40.8596,36.6448,53.8605,102.2796
NM_025390,Pop4,95.9207,143.5251,158.5401,142.9166,283.782,90.634
NM_146203,Zfp764,17.7165,30.674,23.0466,21.6225,12.865,34.0904
NR_030602,Mir449b,0,0,0,0,0,0
NR_045904,2310008N11Rik,0,0,0,0,0,0
NR_046303,AF357426,0,0,0,0,0,0
NM_173422,Colec10,0.7872,0,0,0,0,0
NM_172402,Slc25a32,27.4337,28.3943,68.4423,55.3353,142.3136,82.3178
NM_172762,Rbm34,100.6597,127.2472,154.6964,157.2121,319.2019,136.3719
NM_183296,Krtap16-3,0,0,0,0,0,0
NM_145937,Sumf1,133.0756,382.882,157.5139,142.1745,204.2128,283.5499
NM_025621,2310050C09Rik,0,0,0,0,0,0
NM_145363,Tspan10,0,0,0.3495,0,0,0
NM_001190156,Snx7,11.0223,4.1642,16.0639,24.5518,4.8236,0
NM_001034881,Gm5464,1.1808,0,1.3965,0,0,0.8318
NM_011970,Psmb2,195.5384,357.0769,459.1729,530.6498,1192.3558,235.3252
NM_026648,Dnaaf1,1.4435,2.6521,0,0.3665,11.2499,4.159
NM_001110830,Rbfox2,4.199,4.9223,3.4914,4.7644,0,0
NM_001244671,Gm10377,0,0,0,0,0,0
NM_008883,Plxna3,15.2236,20.8232,6.2852,9.8946,12.064,4.9903
NR_045668,Gm5124,18.8984,18.9339,9.0802,8.0626,24.9368,6.6544
NM_011082,Pigr,7.4784,0.3785,0.6985,0,0.8035,1.6624
NM_001038655,Gng7,14.5646,9.4651,9.0789,14.6578,9.6497,0
NM_021431,Nudt11,0,0,0,0,0,0
NM_001164437,Tmem212,0,0,0.699,0,0.8035,0
NM_028862,Rnf145,105.2402,142.7741,126.0629,108.4716,504.9295,420.7342
NM_027469,Gfod2,30.1824,33.3216,39.4633,21.2552,66.7265,42.4093
NR_035429,Mir1197,0,0,0,0,0,0
NM_019566,Rhog,487.5957,464.6991,382.3521,543.4825,717.978,348.3955
NM_011265,Rfx3,30.7084,56.4062,55.8759,41.046,53.871,182.0962
NM_027832,Sval1,0,0,0,0,0,0
NM_172553,Alx1,1.1811,0,0.3491,0,0,0
NM_009809,Casp14,0,0,0,0,0,0
NM_027844,Krtap5-2,0,0,0,0,0,0
NM_001204273,Lsm2,156.3144,265.4906,310.4466,281.0685,847.4716,103.9382
NM_011458,Serpina3k,0,0,0,0,0,0
NM_001164081,Timeless,295.1667,396.4909,409.6107,391.0165,1057.2838,103.9405
NM_001198792,Ak1,3.2826,1.1361,5.5874,0.7331,8.8475,9.1499
NM_001123386,Cdyl,49.8734,79.5195,66.3507,66.6958,275.8023,77.3277
NM_177000,C130050O18Rik,12.7305,13.2504,14.3171,22.7192,4.0201,0
NM_001122739,Inppl1,12.4651,15.9026,19.5554,26.7524,29.7496,21.6219
NR_027506,Speer5-ps1,0,0,0,0,0,0
NM_001271777,C8g,4.0681,9.847,5.2388,4.3977,3.2178,2.4947
NM_025868,Tmx2,24.5414,43.5447,39.1141,41.4085,73.9631,24.1133
NM_026792,Agpat5,191.7585,282.5317,394.5991,491.0685,739.6811,119.7473
NM_025655,Tmigd1,0.1312,0,0,0,0,0
NM_001271569,1700065D16Rik,2.6269,1.1356,5.2392,0.7329,1.607,0
NM_001164411,Cnot4,78.483,123.4419,154.6987,108.1022,270.1911,178.7712
NM_001104628,Vmn2r17,0.1312,0,0,0.3665,0,0
NR_102319,9330188P03Rik,0,0,0,0,0,0
NM_009534,Yap1,0.5248,5.6829,0.349,0,0,0
NM_001271431,Cd82,235.9577,550.3878,126.4058,118.3646,1387.0096,712.6294
NM_001285457,Gfra1,18.2374,138.9605,2.4443,1.4657,6.4344,0.8318
NR_044986,4933406C10Rik,13.3872,15.5204,13.2711,13.9253,10.4559,4.989
NM_001113204,Ncam1,18.77,6.8159,8.0325,47.2731,8.8435,0
NM_207567,Olfr1198,0,0,0,0,0,0
NM_008941,Tmprss15,0.656,0,0,0,0,0
NM_030733,Gpr63,2.624,1.5141,1.3961,0,0,0
NM_027462,Wars2,46.1947,65.8857,58.3183,65.5971,147.1176,124.728
NM_205810,Mrgprb1,0.1312,0,0,0,0,0
NM_170704,Cd40,1.8374,5.3041,6.2872,1.8322,2.4105,7.4826
NM_019952,Clcf1,2.6243,2.2724,2.4448,2.9314,0.8048,20.7887
NM_008430,Kcnk1,0,0,0,0,0,0.8315
NM_017396,Cyp3a41a,0,0,0,0,0,0
NM_001080930,Atxn1l,48.9501,65.1302,105.8076,104.4405,130.2734,75.6686
NM_001278569,Cryaa,0,0,0,0,0.8048,0
NM_001166474,Vmac,44.2195,65.122,36.317,42.1443,76.3933,79.8165
NM_029742,Klhdc10,178.3424,239.319,322.3119,303.7895,531.4299,107.2596
NR_040388,Gm2837,0,0,0,0,0,0
NM_172615,1700021K19Rik,87.3942,88.9698,112.7942,104.8068,67.5524,78.1607
NM_001256085,Rnf6,157.2204,209.0249,173.1957,169.6701,208.2526,271.0693
NR_104382,Abcg8,0,0,0,0,0,0
NM_001039347,Kcnd3,10.1026,0.3788,1.0474,0,0,2.4945
NM_010933,Nppc,0,0,0,0,0,0
NM_147121,Olfr644,0,0,0.349,0,0,0
NM_175372,Rdh13,17.0605,19.31,35.2673,39.2122,88.4364,24.1154
NM_027298,Ccdc89,0.3937,0,0.3491,1.8325,0,0
NR_073181,Fth1,2101.5064,3725.1069,3382.0163,2882.7501,16300.8091,1348.7149
NM_001163233,Fancg,58.007,62.0982,95.3342,68.5268,135.8978,60.7014
NM_029982,A930009A15Rik,0,0,0,0,0,0
NM_001253873,Itgal,184.5082,207.8563,338.3705,304.1645,82.8196,933.8198
NM_009703,Araf,135.5636,232.1175,200.0915,211.0781,356.1839,388.3226
NM_001039519,Gtf2a2,144.4873,261.6658,265.3941,289.1359,976.0251,192.9066
NM_172652,Kansl3,164.3035,243.0988,253.5157,187.6292,361.7938,268.5716
NM_023048,Asb4,4.0673,0,0,0.7325,0,0
NM_054095,Necab2,4.5923,0,0,0,0,0
NM_001159769,Nr5a2,3.805,0.3785,1.0479,0.3665,3.214,0
NR_038090,AI506816,1.3139,0.7571,2.444,1.0993,0.8048,0
NM_177906,Opcml,32.6721,3.7891,5.2373,4.0319,8.8397,0
NM_001042542,Akap4,0.7872,0,0,0,0,0
NR_102303,A330033J07Rik,6.8226,0,1.0473,0,1.607,0
NM_010748,Lyst,42.2615,35.5828,66.0005,105.9065,57.9,197.8886
NM_013603,Mt3,0,0,0,0,0,0
NM_153539,Brinp3,2.3616,0,2.4446,0.3665,0,2.4953
NM_001271724,Surf1,98.558,132.5371,133.7471,139.9859,273.3708,174.6222
NM_010754,Smad2,70.085,123.8236,149.7994,145.1152,208.2302,135.5282
NM_001243102,AI182371,2.7554,3.7862,3.8413,2.5655,1.6083,0.8318
NM_145709,Obox5,0,0,0,0,0,0
NM_001198833,Ddr1,1.7074,0,2.0955,1.0996,2.4143,23.2791
NM_213614,5-Sep,14.5657,7.9496,8.3802,1.8318,10.4492,0
NM_019578,Extl1,3.0176,0,0,0,0,0.8318
NM_146568,Olfr1012,0,0,0,0,0,0
NM_026461,1700129C05Rik,0,0,0,0,0,0
NM_025834,Proz,0,0,0,0,0,0
NM_001136082,Timeless,295.1667,396.4909,409.6107,391.0165,1057.2838,103.9405
NM_018805,Hs3st3b1,3.4127,5.2998,4.539,5.8623,4.0188,234.4819
NM_025468,Sec11c,310.3935,379.8479,542.9817,608.7084,840.9925,391.6522
NM_008035,Folr2,0,8.7119,0,0,0,0
NM_011750,Sf1,501.0474,700.2085,841.1707,772.1581,1801.7763,507.2252
NR_045099,Gm11762,0.1312,0,0,0,0,0
NM_001164352,Efemp2,0.1312,1.1358,0.3491,1.099,0.8048,1.6627
NM_008533,Cd180,8.2688,25.3678,20.6011,7.6964,4.8247,0.8312
NM_197943,Sgsm2,55.6464,53.7607,102.3136,93.0772,148.7612,88.1388
NM_001111141,Sprtn,1.181,1.1356,1.3963,4.764,12.8728,12.471
NM_177373,Ppfia2,20.3379,1.8933,7.3324,3.665,16.8846,3.3254
NM_175145,Tmem127,68.5027,81.7933,75.4296,82.8203,314.3663,237.8281
NM_053242,Foxp2,18.7628,2.6518,0.349,0.3662,4.0213,0
NM_001177868,Rreb1,89.2564,137.4338,239.2001,246.9956,463.9052,157.156
NM_010488,Elavl4,1.7056,0,0,0,0,0
NM_030702,Senp3,97.5092,144.2754,153.6505,167.8359,410.9018,140.5229
NM_207565,Olfr1113,0,0,0,0,0,0
NM_021365,Xlr4b,2.0993,4.9211,6.636,6.23,12.0602,34.9213
NM_023355,Timm22,96.8579,133.6783,134.7883,125.6975,297.4804,109.7561
NR_003630,Gm6498,1.7056,1.1356,3.4918,6.2298,2.4118,0
NM_001267583,Zfp811,3.8048,1.8929,3.1425,0.7328,0.8035,5.8205
NM_001185173,Zscan4b,0,0,0,0,0,0
NM_009765,Brca2,89.6395,138.9752,201.4868,179.5725,497.6825,19.9585
NM_019464,Sh3glb1,181.6258,251.8134,253.1671,160.1492,945.5113,299.3467
NM_153138,Wipf1,145.1481,170.3711,241.6487,213.6499,123.7997,891.3972
NM_018769,Dfna5,25.0637,32.1766,33.5237,30.4147,16.0747,1.6636
NM_008115,Gfra2,3.2799,351.562,0.699,0.3665,0,0.8312
NR_045345,1700030O20Rik,2.2304,0,0,0,0.8035,0
NM_001039077,Prosc,5.5129,6.4359,10.1259,8.0625,28.1426,19.1226
NM_025562,Fis1,405.1235,473.7733,462.3283,516.719,766.2483,344.2637
NM_145611,Kank2,30.0494,37.8589,16.7607,17.2224,1.6083,0
NM_027816,Cyp2u1,0.656,0,0.698,1.0993,0,0
NM_144558,Bivm,2.7559,7.1933,11.8729,8.7955,13.6655,12.4732
NM_019460,Sfmbt1,45.937,93.5408,109.6502,96.7451,389.9326,42.4037
NR_045160,4933427I22Rik,0,0,0,0.3665,0,0
NR_029463,9430083A17Rik,0.5248,0.3785,3.1431,1.0993,0,0
NM_001081001,Brca2,89.6395,138.9752,201.4868,179.5725,497.6825,19.9585
NM_001253372,Kcnma1,12.0712,1.5152,1.3968,0.7331,1.607,2.4948
NM_028475,Ubap2l,480.9593,638.8259,717.2325,669.1651,1641.0469,558.7881
NM_001177844,Frmd4a,78.6196,74.9772,159.5787,151.712,226.752,39.0778
NM_025554,Polr2e,373.9001,472.2661,416.5778,434.2595,1128.8377,330.1097
NM_001195128,Gm5294,0.1312,0,0,0,0,0
NM_029759,Mtfr1l,139.2431,225.3242,180.1852,192.3963,479.234,123.8938
NM_022881,Rgs18,45.9399,81.3893,161.6853,108.839,86.8225,2.4948
NM_053197,Sfxn3,54.1988,63.9861,97.4279,63.4,106.9307,244.4585
NM_001081205,Nipal1,2.0991,3.7882,0,0.3665,2.4105,73.174
NM_172876,Gpatch3,17.8465,31.0567,32.1269,20.8888,44.2254,34.9221
NM_001081402,Wdr70,73.2358,98.824,105.4625,100.0423,195.3825,122.2266
NM_173769,Zfp641,0,0,0,0,0,0
NM_011807,Dlg2,57.0813,33.711,17.1127,3.2978,12.0547,2.4939
NM_001271580,4930426D05Rik,1.5744,0.3785,0,0,0,0.8312
NM_001039555,Cyp2c68,0.1314,0,0,0,0,0
NM_001271679,Wnk3,1.4434,0.7571,0.3495,0,0.8048,0
NM_001198809,Sfmbt2,2.4933,0.7571,3.8407,0.7331,0,14.1335
NM_001161432,Eda2r,4.3303,1.1368,1.0473,2.1988,0.8048,0
NM_001161730,Tap1,947.68,1067.1896,881.3364,694.4549,1196.4584,1199.9026
NM_138607,Fam50a,128.7392,136.7042,166.9138,174.4377,396.388,173.7894
NM_146881,Olfr1404,0,0,0,0,0,0
NM_009223,Snn,107.7269,242.7254,48.5364,13.1915,11.2593,20.7893
NM_029162,Zbtb49,19.0315,15.1454,13.2674,29.3178,49.8457,29.1037
NM_001145954,Lpp,48.6869,139.3183,73.3348,37.0107,17.6949,239.4737
NR_045358,4930556N09Rik,1.8373,0,0.349,0,0,0
NM_020572,Aurkc,0,0,0,0,0,0
NM_001005605,Aebp2,169.2782,243.1126,271.318,293.5476,590.9657,310.1588
NR_038163,5730457N03Rik,0,0,0,0,0,0
NM_007378,Abca4,6.4297,0,3.1432,0.7328,3.214,0
NM_001285982,Fam173a,300.3835,355.2248,254.9068,295.3728,447.0437,217.8652
NR_035502,Mir1981,0.2624,0.3788,0.3494,0.3665,2.4118,0
NM_153404,Liph,0.3936,1.1359,0.3491,1.4661,3.2153,0.8312
NM_146362,Olfr1312,0,0,0,0,0,0
NM_001101430,Psmg4,238.1946,284.7902,281.7974,303.4384,480.7924,175.4422
NM_212468,Ssbp1,116.2778,170.4003,160.6261,185.8018,290.2571,90.6344
NM_019987,Ick,70.6025,73.4529,82.7616,69.9904,140.7107,54.8756
NM_001001980,Limch1,13.3832,3.4081,6.2853,1.8322,8.04,4.1581
NM_178676,Entpd3,6.0353,0.3785,0.3494,0,0.8035,0
NM_001105076,Vmn2r46,0,0,0,0,0,0
NM_011318,Apcs,0,0,0,0,0,0
NM_001039510,Adora1,0.9184,0.3785,0,0,0,0
NM_001130169,Zfp207,244.6251,346.8802,432.9943,420.702,1021.8952,221.1843
NM_021499,Wrap73,69.4137,118.5285,88.0009,90.5146,394.7773,84.8183
NM_001168591,Lonp2,79.7925,99.9701,136.538,123.8569,302.3264,327.6102
NM_001166634,Gm4302,0,0,0,0,0,0
NR_034048,Snora81,0,0,0,0,0,0
NM_001164558,Pdzk1ip1,20.0765,39.0242,26.54,6.2292,160.0058,0
NM_018761,Ctnnal1,10.7616,22.7221,21.3018,13.5589,20.0986,2.4953
NM_001161356,Timd2,0.2624,1.8927,0,0,0,0
NM_001110320,Cd72,101.2978,220.7165,31.4279,19.0554,7.2365,162.1446
NM_177233,Fam19a4,2.4928,0,2.794,4.0313,3.2166,0
NR_040704,4930563F08Rik,0,0,0,0,0,0
NM_001253877,Mtf2,166.0361,279.0354,391.4554,377.8176,508.892,194.5762
NM_001177580,Gm13308,0,0,0,0,0,0
NM_028621,Krtap21-1,0,0,0,0,0,0
NR_040731,4933407I05Rik,1.312,0,0.6986,0,0,0
NM_146794,Olfr1263,0,0,0,0,0,0
NM_009123,Nkx1-2,0,0,0,0,0,0
NM_173786,Apol9a,0,0.3785,0,0,0.8035,0
NM_001163185,Plekhb1,0.5248,0,0.3491,0,0,0
NM_001172472,Sphk1,7.0855,162.5246,10.1267,6.5963,2249.7416,0
NM_211357,Eya3,130.4457,179.4901,210.9136,201.9233,438.2447,289.3537
NM_001037752,Defb45,0,0,0,0,0,0
NM_029186,Tmem180,261.468,181.7833,241.6582,327.2518,80.4015,4.989
NM_153576,Cxcl17,0.9185,0.7573,1.047,0,4.0188,0
NM_011779,Coro1c,295.5397,502.5658,468.6101,350.7103,727.646,298.5281
NM_153573,Fkbp14,0.3936,0.7579,0.3491,0.3665,4.8223,0
NM_153508,Clstn3,20.211,36.7389,28.6352,20.5214,150.3353,0.8318
NM_053187,Gopc,51.1849,81.0332,96.0341,90.152,129.4475,148.8364
NM_001277892,Fkbp6,0.7872,0,0.6985,0.3665,1.6097,0
NM_001005748,Phactr1,1.3121,0,1.7456,0.7328,0,0
NM_001126321,Gm14743,0,0,0,0,0,0
NM_011550,Mlx,68.6416,116.6328,97.0809,184.7,271.7418,178.7852
NM_028836,Ctbs,10.8929,15.5211,26.5414,24.5539,43.4087,20.7897
NM_001081044,Mylk2,0,0,0,0.3662,0,3.3273
NM_029425,4833424O15Rik,4.7233,0,0,0,0,0
NM_001161622,Aoc1,0.6572,0,1.7461,6.5954,0,0
NR_045434,2900008C10Rik,30.3118,32.9422,32.4787,25.2858,19.2926,63.1969
NM_026962,Kbtbd3,10.3685,7.9503,18.1583,13.5582,38.5891,27.4439
NM_207260,Ankrd34c,0,0,0,0,0,0
NM_010439,Hmgb1,113.5388,231.0178,144.2174,110.6722,229.9646,85.6459
NM_009985,Ctsw,43.6923,56.0273,2.7933,0.3665,13.6709,1157.5447
NR_028585,Arfrp1,113.2491,154.4927,146.3114,144.7533,262.9098,261.9251
NM_053264,4930444G20Rik,0,0,0,0,0,0
NM_172491,D130040H23Rik,9.7118,6.4361,18.5084,17.2242,8.8435,44.0675
NM_026468,Atp5g2,19.424,27.2618,31.4268,18.6902,40.9982,23.2822
NR_015514,9330175E14Rik,0,0,1.7462,0,0,7.4842
NM_025708,Tmem186,83.715,127.6096,94.2856,67.428,215.4549,70.6744
NM_001081177,Kif13b,55.6448,57.9276,97.4292,102.9762,123.8336,94.8035
NM_145514,Wdr26,507.6312,808.4931,912.778,881.7108,1376.4029,842.3138
NM_001163513,Dlg5,0.6561,0,0.698,0,0,24.1161
NM_007461,Apba2,9.0532,3.4077,0.6989,0.7329,0,2.4945
NM_001033374,Gm694,0,0,0,0,0,0
NM_001252201,Map4k4,291.1726,432.027,254.2105,154.6444,126.2258,720.9079
NM_001136089,Anxa10,0.9189,0,0,0.3665,0.8048,0
NM_010025,Dcx,1.5745,0,0,0,0,0
NM_147005,Olfr395,0,0,0,0,0,0
NM_029053,4930451C15Rik,0.3936,0,0,0,2.4105,0
NM_001205287,Tmem39a,46.9989,75.7284,114.5295,152.8169,157.5732,61.5313
NM_027985,Mad2l2,125.6179,152.9861,166.9085,157.5817,299.8922,107.2664
NM_007886,Dtnb,92.121,95.0485,96.7298,96.0139,291.8929,246.9576
NM_001285423,Esd,111.9599,214.3313,253.1579,275.5829,687.3592,152.9967
NM_029786,Pomgnt1,79.658,123.82,75.428,79.8907,217.1209,92.2935
NM_001039512,Ivns1abp,252.8035,432.7106,859.6977,707.6507,871.4407,251.118
NM_001177791,Phactr3,2.0993,0.3785,0,0,0,0
NM_175532,Nlrp10,11.0225,5.2996,5.5876,2.1991,0,0
NM_001166623,Rbmx,72.4467,86.7076,128.1581,105.9076,168.8296,83.1501
NM_001113412,Fggy,31.6261,37.8631,34.9208,30.7827,20.9099,11.6388
NM_027875,Syde1,9.9734,9.4655,8.0296,6.2294,1.607,44.9009
NM_007677,Psg17,0.5248,0,0,0,0,0
NM_173410,Gpr26,0,0,0,0,0,0
NM_029887,Yif1b,196.7523,250.3571,182.6329,237.4679,294.2888,59.0338
NM_028882,Sema3d,9.9726,5.6781,0.698,0.3665,0,4.1565
NM_001037759,Sgk3,151.3193,183.6288,292.98,275.2076,229.1285,116.4086
NR_028553,Snord67,0,0,0,0,0,0
NM_133197,Mcf2,1.4437,0.7571,1.3968,0.7331,0,0
NM_001146122,Psap,387.1502,1430.0433,361.0588,373.7945,298.3389,267.7449
NM_023525,Cad,219.1495,302.2181,375.0273,375.6227,1470.6103,157.1595
NM_026386,Snx2,74.8081,184.4263,193.1137,195.691,287.8204,130.549
NM_011482,Nhp2l1,30.8351,37.8748,26.8861,32.6161,96.4985,13.3057
NM_027042,Lelp1,0.5248,0,0,0,0,0
NR_073572,Abhd10,28.6113,79.8973,59.3619,61.5643,159.989,44.9002
NM_030556,Slc19a3,0.3936,0,0.3491,0,0,0
NM_001164655,9530053A07Rik,8.9216,0,0,0.3665,0,0
NR_045069,Gm16576,17.1888,31.8088,13.9673,14.2909,4.0213,41.5758
NM_010066,Dnmt1,403.3978,700.2934,627.1461,583.4227,1227.0769,205.4012
NM_001159599,Nol9,121.3877,181.0309,144.5675,152.8127,380.3277,152.1642
NR_027869,Dtnb,92.121,96.9412,96.7298,96.0139,291.8929,246.9576
NR_024324,E130201H02Rik,0.2624,0,0.3491,1.0996,2.4131,0
NM_145554,Ldlrap1,158.0237,144.3098,150.8552,179.1977,393.9749,237.8007
NM_001177464,Zfp516,54.8646,60.2022,156.0941,177.3637,12.8607,26.6037
NM_001097621,Kif26a,0.9193,0.3785,0,0,0.8035,0
NM_133779,Pigt,335.8412,546.9059,271.3287,278.8784,449.4688,198.7413
NM_147056,Olfr646,0,0,0,0,0,0
NM_025673,Golph3,33.0749,66.634,101.9652,91.9816,294.2535,110.5995
NM_001001984,Kdm2a,369.0285,433.9329,509.8328,479.6947,783.0844,652.7533
NM_008006,Fgf2,0,0,0,0,0.8035,0
NM_181347,Dennd1b,56.3008,115.852,134.7928,118.3647,177.6667,348.4094
NM_175503,Aard,0,0,0,0,0.8048,0
NM_007855,Twist2,1.9682,0,0,0.3665,0,0
NM_001101502,Zfp703,58.672,57.9503,47.4932,57.1664,137.5008,29.9331
NM_001033039,Klhdc9,12.4658,8.7087,9.0807,5.4976,12.865,0
NM_025815,Cpne8,8.3971,1.5151,0.6985,0.3665,0.8035,0
NM_010886,Ndufa4,146.9915,234.0119,386.884,394.3312,810.5167,130.5495
NM_178390,Fam53a,148.682,154.8752,199.739,174.4386,364.2541,183.7633
NM_021512,Nup160,62.8606,84.0556,156.7858,169.6677,442.9975,97.2839
NM_001253391,Mtfr1,37.9267,86.3413,67.0469,65.2317,348.1099,48.2225
NM_029661,Spatc1l,0.9184,0,1.0479,0,2.4105,0
NM_011929,Clcn6,4.594,5.2996,6.9833,6.9631,6.4331,20.7915
NM_001024931,Rbfox3,18.3681,0,0,1.0993,0,0
NM_001177405,Gm8898,0,0,0,0,0,0
NM_008861,Pkd2,26.1124,32.5633,43.6502,25.6527,22.5117,2.4948
NM_001159612,Lrrc57,12.0755,25.3668,38.7604,27.8509,65.1196,37.4194
NR_040511,9230102O04Rik,2.1029,0,0,0,0,0
NM_001199114,Slc29a1,271.497,627.5621,312.523,251.0307,1689.3592,108.1015
NM_001029855,Psme2,80.975,135.5762,151.5365,130.1018,211.473,202.8909
NM_023059,Sigirr,118.0981,175.7105,87.2987,64.4952,74.7693,184.5963
NM_001271479,Pglyrp2,43.563,54.5184,9.0802,2.5654,5.6271,172.9635
NM_013922,Zfp354c,10.6275,8.7064,9.0786,3.6648,4.0226,49.0602
NM_008443,Kif3a,39.7633,67.015,37.3639,38.4808,182.5282,14.9681
NM_201376,Serpinb3d,0,0,0,0,0,0
NM_153796,Peo1,62.7219,99.586,91.1387,79.1549,254.0782,38.2531
NM_019918,Vmn2r1,0.5248,0,0,0,0,0.8318
NM_001177720,Madd,206.8166,265.827,232.5626,186.8965,172.0699,587.0169
NM_016911,Srpx,1.312,0,0,0,0.8035,0
NM_173022,BC048403,30.3153,35.5926,50.6318,37.0124,87.6432,34.9243
NM_001038997,Gm5771,0,0,0,0,0,0
NM_001163073,Lcorl,37.4104,67.391,109.2971,99.6742,163.2184,135.5333
NM_026251,Patl2,13.2553,13.2513,28.6337,27.4853,52.264,54.879
NM_173401,Fbxo44,11.546,27.6379,8.3807,3.2982,24.1149,8.3158
NM_145142,Chst10,7.8723,30.3001,6.9843,0.3665,137.4927,108.097
NR_029797,Mir216a,0,0,0,0,0,0
NM_028024,Nkiras2,90.0481,75.3584,95.3337,106.6399,151.1663,55.7084
NM_009422,Traf2,100.7812,151.8812,117.6897,107.7382,195.3785,122.2364
NM_026836,Taf11,64.5661,114.7509,94.2918,100.4105,230.7579,49.8914
NM_001011849,Olfr792,0,0,0,0,0,0
NM_009299,Sva,0,0,0,0,0,0
